filename,relation,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location
photo1,Family,1,1,0.032015262515262516,"(0.0641025641025641, 0.3087606837606838, 0.6731428571428572, 0.804)",2,1,0.032015262515262516,"(0.14102564102564102, 0.3856837606837607, 0.43542857142857144, 0.5662857142857143)",1,0,0.039697802197802196,"(0.1987179487179487, 0.47115384615384615, 0.19428571428571428, 0.34)",-1,-1,-1,-1,-1,-1,-1,-1
