filename,relation,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location
photo2,Couple,1,0,0.011780753968253968,"(0.3933531746031746, 0.4871031746031746, 0.37896825396825395, 0.5046296296296297)",1,1,0.01171875,"(0.37351190476190477, 0.46726190476190477, 0.46494708994708994, 0.58994708994709)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
