filename,relation,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location
photo4,Solo,1,0,0.03422651853951457,"(0.2414021164021164, 0.455026455026455, 0.45089285714285715, 0.6111111111111112)",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
