filename,relation,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location,age_prediction,gender_prediction,ratio,location
photo3,General,1,0,0.026740441546989166,"(0.6051587301587301, 0.7936507936507936, 0.47371031746031744, 0.6155753968253969)",1,0,0.03422651853951457,"(0.5033068783068783, 0.716931216931217, 0.5982142857142857, 0.7584325396825397)",1,0,0.026834267657680357,"(0.5363756613756614, 0.7255291005291006, 0.25892857142857145, 0.4007936507936508)",-1,-1,-1,-1,-1,-1,-1,-1
